month,client,product,managed,booked,revenue
2024-07,All clients,Product B,AUS,LUX,3150875
2024-08,All clients,Product B,AUS,LUX,2613074
2024-09,All clients,Product B,AUS,LUX,3091278
2024-10,All clients,Product B,AUS,LUX,2703180
2024-11,All clients,Product B,AUS,LUX,2001256
2024-12,All clients,Product B,AUS,LUX,2678238
2025-01,All clients,Product B,AUS,LUX,2436055
2025-02,All clients,Product B,AUS,LUX,3034617
2025-03,All clients,Product B,AUS,LUX,2584642
2025-04,All clients,Product B,AUS,LUX,2096271
2025-05,All clients,Product B,AUS,LUX,1827797
2025-06,All clients,Product B,AUS,LUX,2370223
2025-07,All clients,Product B,AUS,LUX,2975237
2025-08,All clients,Product B,AUS,LUX,2356380
2025-09,All clients,Product B,AUS,LUX,3065705
2025-10,All clients,Product B,AUS,LUX,1976229
2025-11,All clients,Product B,AUS,LUX,2317182
2025-12,All clients,Product B,AUS,LUX,2346379
2026-01,All clients,Product B,AUS,LUX,2481539
2026-02,All clients,Product B,AUS,LUX,1790508
2026-03,All clients,Product B,AUS,LUX,2687240
2026-04,All clients,Product B,AUS,LUX,2680905
2026-05,All clients,Product B,AUS,LUX,2540282
2026-06,All clients,Product B,AUS,LUX,2441415
2024-01,All clients,Product B,BRA,SGP,241891
2024-02,All clients,Product B,BRA,SGP,332608
2024-03,All clients,Product B,BRA,SGP,378530
2024-04,All clients,Product B,BRA,SGP,392945
2024-05,All clients,Product B,BRA,SGP,403519
2024-06,All clients,Product B,BRA,SGP,444546
2024-07,All clients,Product B,BRA,SGP,404918
2024-08,All clients,Product B,BRA,SGP,437150
2024-09,All clients,Product B,BRA,SGP,331025
2024-10,All clients,Product B,BRA,SGP,304062
2024-11,All clients,Product B,BRA,SGP,298201
2024-12,All clients,Product B,BRA,SGP,265518
2025-01,All clients,Product B,BRA,SGP,245695
2025-02,All clients,Product B,BRA,SGP,354749
2025-03,All clients,Product B,BRA,SGP,394345
2025-04,All clients,Product B,BRA,SGP,402716
2025-05,All clients,Product B,BRA,SGP,458934
2025-06,All clients,Product B,BRA,SGP,505638
2025-07,All clients,Product B,BRA,SGP,404765
2025-08,All clients,Product B,BRA,SGP,359135
2025-09,All clients,Product B,BRA,SGP,315046
2025-10,All clients,Product B,BRA,SGP,306266
2025-11,All clients,Product B,BRA,SGP,241941
2025-12,All clients,Product B,BRA,SGP,238410
2026-01,All clients,Product B,BRA,SGP,267319
2026-02,All clients,Product B,BRA,SGP,315776
2026-03,All clients,Product B,BRA,SGP,372126
2026-04,All clients,Product B,BRA,SGP,435899
2026-05,All clients,Product B,BRA,SGP,509295
2026-06,All clients,Product B,BRA,SGP,417969
2024-01,All clients,Product B,CHE,NOR,1073075
2024-02,All clients,Product B,CHE,NOR,1520383
2024-03,All clients,Product B,CHE,NOR,1632592
2024-04,All clients,Product B,CHE,NOR,2113261
2024-05,All clients,Product B,CHE,NOR,2050056
2024-06,All clients,Product B,CHE,NOR,2166211
2024-07,All clients,Product B,CHE,NOR,2461848
2024-08,All clients,Product B,CHE,NOR,2068480
2024-09,All clients,Product B,CHE,NOR,1792078
2024-10,All clients,Product B,CHE,NOR,1406111
2024-11,All clients,Product B,CHE,NOR,1300383
2024-12,All clients,Product B,CHE,NOR,1291935
2025-01,All clients,Product B,CHE,NOR,1513260
2025-02,All clients,Product B,CHE,NOR,1961605
2025-03,All clients,Product B,CHE,NOR,2416709
2025-04,All clients,Product B,CHE,NOR,2265811
2025-05,All clients,Product B,CHE,NOR,2365121
2025-06,All clients,Product B,CHE,NOR,2589444
2025-07,All clients,Product B,CHE,NOR,2487317
2025-08,All clients,Product B,CHE,NOR,1956391
2025-09,All clients,Product B,CHE,NOR,1616570
2025-10,All clients,Product B,CHE,NOR,1511423
2025-11,All clients,Product B,CHE,NOR,1517264
2025-12,All clients,Product B,CHE,NOR,1564881
2026-01,All clients,Product B,CHE,NOR,1864146
2026-02,All clients,Product B,CHE,NOR,2035491
2026-03,All clients,Product B,CHE,NOR,2284620
2026-04,All clients,Product B,CHE,NOR,3070734
2026-05,All clients,Product B,CHE,NOR,3387310
2026-06,All clients,Product B,CHE,NOR,3316608
2024-01,All clients,Product B,CHN,BHR,370191
2024-02,All clients,Product B,CHN,BHR,285502
2024-03,All clients,Product B,CHN,BHR,371893
2024-04,All clients,Product B,CHN,BHR,397392
2024-05,All clients,Product B,CHN,BHR,422260
2024-06,All clients,Product B,CHN,BHR,575678
2024-07,All clients,Product B,CHN,BHR,619088
2024-08,All clients,Product B,CHN,BHR,675626
2024-09,All clients,Product B,CHN,BHR,515914
2024-10,All clients,Product B,CHN,BHR,462362
2024-11,All clients,Product B,CHN,BHR,427983
2024-12,All clients,Product B,CHN,BHR,341560
2025-01,All clients,Product B,CHN,BHR,328317
2025-02,All clients,Product B,CHN,BHR,333749
2025-03,All clients,Product B,CHN,BHR,304736
2025-04,All clients,Product B,CHN,BHR,353631
2025-05,All clients,Product B,CHN,BHR,413630
2025-06,All clients,Product B,CHN,BHR,580261
2025-07,All clients,Product B,CHN,BHR,605151
2025-08,All clients,Product B,CHN,BHR,548026
2025-09,All clients,Product B,CHN,BHR,496427
2025-10,All clients,Product B,CHN,BHR,478926
2025-11,All clients,Product B,CHN,BHR,383557
2025-12,All clients,Product B,CHN,BHR,361350
2026-01,All clients,Product B,CHN,BHR,284017
2026-02,All clients,Product B,CHN,BHR,254900
2026-03,All clients,Product B,CHN,BHR,267011
2026-04,All clients,Product B,CHN,BHR,310311
2026-05,All clients,Product B,CHN,BHR,416744
2026-06,All clients,Product B,CHN,BHR,479688
2024-01,All clients,Product B,DEU,GBR,1200643
2024-02,All clients,Product B,DEU,GBR,1542770
2024-03,All clients,Product B,DEU,GBR,870225
2024-04,All clients,Product B,DEU,GBR,777740
2024-05,All clients,Product B,DEU,GBR,724263
2024-06,All clients,Product B,DEU,GBR,820737
2024-07,All clients,Product B,DEU,GBR,731817
2024-08,All clients,Product B,DEU,GBR,599482
2024-09,All clients,Product B,DEU,GBR,966736
2024-10,All clients,Product B,DEU,GBR,1321629
2024-11,All clients,Product B,DEU,GBR,1113491
2024-12,All clients,Product B,DEU,GBR,1123437
2025-01,All clients,Product B,DEU,GBR,1563564
2025-02,All clients,Product B,DEU,GBR,1594388
2025-03,All clients,Product B,DEU,GBR,1363911
2025-04,All clients,Product B,DEU,GBR,900224
2025-05,All clients,Product B,DEU,GBR,962006
2025-06,All clients,Product B,DEU,GBR,641640
2025-07,All clients,Product B,DEU,GBR,809049
2025-08,All clients,Product B,DEU,GBR,832551
2025-09,All clients,Product B,DEU,GBR,756508
2025-10,All clients,Product B,DEU,GBR,1290165
2025-11,All clients,Product B,DEU,GBR,1698910
2025-12,All clients,Product B,DEU,GBR,2005310
2026-01,All clients,Product B,DEU,GBR,1557208
2026-02,All clients,Product B,DEU,GBR,1439623
2026-03,All clients,Product B,DEU,GBR,1558709
2026-04,All clients,Product B,DEU,GBR,1491136
2026-05,All clients,Product B,DEU,GBR,1245924
2026-06,All clients,Product B,DEU,GBR,1043730
2024-01,All clients,Product B,DEU,TUR,2756893
2024-02,All clients,Product B,DEU,TUR,2323312
2024-03,All clients,Product B,DEU,TUR,1841384
2024-04,All clients,Product B,DEU,TUR,1474731
2024-05,All clients,Product B,DEU,TUR,1464062
2024-06,All clients,Product B,DEU,TUR,1059653
2024-07,All clients,Product B,DEU,TUR,2032270
2024-08,All clients,Product B,DEU,TUR,2389429
2024-09,All clients,Product B,DEU,TUR,2812479
2024-10,All clients,Product B,DEU,TUR,2954743
2024-11,All clients,Product B,DEU,TUR,3483730
2024-12,All clients,Product B,DEU,TUR,2644634
2025-01,All clients,Product B,DEU,TUR,2488898
2025-02,All clients,Product B,DEU,TUR,3043141
2025-03,All clients,Product B,DEU,TUR,1865139
2025-04,All clients,Product B,DEU,TUR,1994154
2025-05,All clients,Product B,DEU,TUR,1393043
2025-06,All clients,Product B,DEU,TUR,1650147
2025-07,All clients,Product B,DEU,TUR,2200648
2025-08,All clients,Product B,DEU,TUR,2890101
2025-09,All clients,Product B,DEU,TUR,4319392
2025-10,All clients,Product B,DEU,TUR,3772712
2025-11,All clients,Product B,DEU,TUR,4632894
2025-12,All clients,Product B,DEU,TUR,4383462
2026-01,All clients,Product B,DEU,TUR,2199773
2026-02,All clients,Product B,DEU,TUR,2480833
2026-03,All clients,Product B,DEU,TUR,2687292
2026-04,All clients,Product B,DEU,TUR,1745517
2026-05,All clients,Product B,DEU,TUR,1600407
2026-06,All clients,Product B,DEU,TUR,1603521
2024-01,All clients,Product B,ESP,BEL,1693996
2024-02,All clients,Product B,ESP,BEL,1807935
2024-03,All clients,Product B,ESP,BEL,1601445
2024-04,All clients,Product B,ESP,BEL,1603998
2024-05,All clients,Product B,ESP,BEL,1496581
2024-06,All clients,Product B,ESP,BEL,1091476
2024-07,All clients,Product B,ESP,BEL,908755
2024-08,All clients,Product B,ESP,BEL,903147
2024-09,All clients,Product B,ESP,BEL,907367
2024-10,All clients,Product B,ESP,BEL,1080227
2024-11,All clients,Product B,ESP,BEL,1494428
2024-12,All clients,Product B,ESP,BEL,1479480
2025-01,All clients,Product B,ESP,BEL,1961551
2025-02,All clients,Product B,ESP,BEL,2181221
2025-03,All clients,Product B,ESP,BEL,2016366
2025-04,All clients,Product B,ESP,BEL,1657401
2025-05,All clients,Product B,ESP,BEL,1273656
2025-06,All clients,Product B,ESP,BEL,1282880
2025-07,All clients,Product B,ESP,BEL,1051782
2025-08,All clients,Product B,ESP,BEL,952310
2025-09,All clients,Product B,ESP,BEL,934401
2025-10,All clients,Product B,ESP,BEL,1345480
2025-11,All clients,Product B,ESP,BEL,1695460
2025-12,All clients,Product B,ESP,BEL,2072508
2026-01,All clients,Product B,ESP,BEL,2374043
2026-02,All clients,Product B,ESP,BEL,2213161
2026-03,All clients,Product B,ESP,BEL,1822988
2026-04,All clients,Product B,ESP,BEL,2108970
2026-05,All clients,Product B,ESP,BEL,1687095
2026-06,All clients,Product B,ESP,BEL,1226373
2024-01,All clients,Product B,ESP,LIE,1555768
2024-02,All clients,Product B,ESP,LIE,2088820
2024-03,All clients,Product B,ESP,LIE,2167137
2024-04,All clients,Product B,ESP,LIE,2315446
2024-05,All clients,Product B,ESP,LIE,2631066
2024-06,All clients,Product B,ESP,LIE,2865993
2024-07,All clients,Product B,ESP,LIE,2470928
2024-08,All clients,Product B,ESP,LIE,2529311
2024-09,All clients,Product B,ESP,LIE,2502098
2024-10,All clients,Product B,ESP,LIE,2070628
2024-11,All clients,Product B,ESP,LIE,1804046
2024-12,All clients,Product B,ESP,LIE,1762856
2025-01,All clients,Product B,ESP,LIE,1506225
2025-02,All clients,Product B,ESP,LIE,2119683
2025-03,All clients,Product B,ESP,LIE,2344915
2025-04,All clients,Product B,ESP,LIE,2534189
2025-05,All clients,Product B,ESP,LIE,2733741
2025-06,All clients,Product B,ESP,LIE,2436811
2025-07,All clients,Product B,ESP,LIE,2900017
2025-08,All clients,Product B,ESP,LIE,2723652
2025-09,All clients,Product B,ESP,LIE,2420691
2025-10,All clients,Product B,ESP,LIE,2049454
2025-11,All clients,Product B,ESP,LIE,1777487
2025-12,All clients,Product B,ESP,LIE,1475115
2026-01,All clients,Product B,ESP,LIE,1677479
2026-02,All clients,Product B,ESP,LIE,1617674
2026-03,All clients,Product B,ESP,LIE,2024340
2026-04,All clients,Product B,ESP,LIE,2620018
2026-05,All clients,Product B,ESP,LIE,2891949
2026-06,All clients,Product B,ESP,LIE,2392132
2024-01,All clients,Product B,FRA,NGA,5957528
2024-02,All clients,Product B,FRA,NGA,5333841
2024-03,All clients,Product B,FRA,NGA,6844249
2024-04,All clients,Product B,FRA,NGA,6126821
2024-05,All clients,Product B,FRA,NGA,6982760
2024-06,All clients,Product B,FRA,NGA,6831005
2024-07,All clients,Product B,FRA,NGA,5521562
2024-08,All clients,Product B,FRA,NGA,5785696
2024-09,All clients,Product B,FRA,NGA,5709289
2024-10,All clients,Product B,FRA,NGA,5404691
2024-11,All clients,Product B,FRA,NGA,5572387
2024-12,All clients,Product B,FRA,NGA,5927657
2025-01,All clients,Product B,FRA,NGA,5377369
2025-02,All clients,Product B,FRA,NGA,7903961
2025-03,All clients,Product B,FRA,NGA,8867750
2025-04,All clients,Product B,FRA,NGA,6950491
2025-05,All clients,Product B,FRA,NGA,6575309
2025-06,All clients,Product B,FRA,NGA,9238548
2025-07,All clients,Product B,FRA,NGA,6472816
2025-08,All clients,Product B,FRA,NGA,7236230
2025-09,All clients,Product B,FRA,NGA,7814627
2025-10,All clients,Product B,FRA,NGA,5048667
2025-11,All clients,Product B,FRA,NGA,4965093
2025-12,All clients,Product B,FRA,NGA,6154686
2026-01,All clients,Product B,FRA,NGA,8115670
2026-02,All clients,Product B,FRA,NGA,6252001
2026-03,All clients,Product B,FRA,NGA,8450214
2026-04,All clients,Product B,FRA,NGA,8592006
2026-05,All clients,Product B,FRA,NGA,6855904
2026-06,All clients,Product B,FRA,NGA,8644621
2024-01,All clients,Product B,FRA,PAN,975399
2024-02,All clients,Product B,FRA,PAN,1112958
2024-03,All clients,Product B,FRA,PAN,1212389
2024-04,All clients,Product B,FRA,PAN,951815
2024-05,All clients,Product B,FRA,PAN,998555
2024-06,All clients,Product B,FRA,PAN,859311
2024-07,All clients,Product B,FRA,PAN,728635
2024-08,All clients,Product B,FRA,PAN,766361
2024-09,All clients,Product B,FRA,PAN,867549
2024-10,All clients,Product B,FRA,PAN,873090
2024-11,All clients,Product B,FRA,PAN,978008
2024-12,All clients,Product B,FRA,PAN,1016077
2025-01,All clients,Product B,FRA,PAN,1092023
2025-02,All clients,Product B,FRA,PAN,1177049
2025-03,All clients,Product B,FRA,PAN,1347008
2025-04,All clients,Product B,FRA,PAN,1126524
2025-05,All clients,Product B,FRA,PAN,1150364
2025-06,All clients,Product B,FRA,PAN,1138649
2025-07,All clients,Product B,FRA,PAN,1031416
2025-08,All clients,Product B,FRA,PAN,1009258
2025-09,All clients,Product B,FRA,PAN,888888
2025-10,All clients,Product B,FRA,PAN,835686
2025-11,All clients,Product B,FRA,PAN,1006862
2025-12,All clients,Product B,FRA,PAN,1038262
2026-01,All clients,Product B,FRA,PAN,1317630
2026-02,All clients,Product B,FRA,PAN,1453053
2026-03,All clients,Product B,FRA,PAN,1515544
2026-04,All clients,Product B,FRA,PAN,1371919
2026-05,All clients,Product B,FRA,PAN,1272885
2026-06,All clients,Product B,FRA,PAN,1185826
2024-01,All clients,Product B,GBR,HKG,863372
2024-02,All clients,Product B,GBR,HKG,1398881
2024-03,All clients,Product B,GBR,HKG,1090494
2024-04,All clients,Product B,GBR,HKG,1986307
2024-05,All clients,Product B,GBR,HKG,1677273
2024-06,All clients,Product B,GBR,HKG,1452095
2024-07,All clients,Product B,GBR,HKG,1413690
2024-08,All clients,Product B,GBR,HKG,1192077
2024-09,All clients,Product B,GBR,HKG,908135
2024-10,All clients,Product B,GBR,HKG,580909
2024-11,All clients,Product B,GBR,HKG,684064
2024-12,All clients,Product B,GBR,HKG,1073081
2025-01,All clients,Product B,GBR,HKG,1505923
2025-02,All clients,Product B,GBR,HKG,1376160
2025-03,All clients,Product B,GBR,HKG,1532130
2025-04,All clients,Product B,GBR,HKG,1826808
2025-05,All clients,Product B,GBR,HKG,1851074
2025-06,All clients,Product B,GBR,HKG,2016705
2025-07,All clients,Product B,GBR,HKG,1755956
2025-08,All clients,Product B,GBR,HKG,1515768
2025-09,All clients,Product B,GBR,HKG,921704
2025-10,All clients,Product B,GBR,HKG,889937
2025-11,All clients,Product B,GBR,HKG,935996
2025-12,All clients,Product B,GBR,HKG,827294
2026-01,All clients,Product B,GBR,HKG,1240667
2026-02,All clients,Product B,GBR,HKG,1459030
2026-03,All clients,Product B,GBR,HKG,1919447
2026-04,All clients,Product B,GBR,HKG,1914370
2026-05,All clients,Product B,GBR,HKG,2596119
2026-06,All clients,Product B,GBR,HKG,1497087
2024-01,All clients,Product B,GBR,SWE,1397358
2024-02,All clients,Product B,GBR,SWE,1294975
2024-03,All clients,Product B,GBR,SWE,1599065
2024-04,All clients,Product B,GBR,SWE,1221298
2024-05,All clients,Product B,GBR,SWE,1050450
2024-06,All clients,Product B,GBR,SWE,1231501
2024-07,All clients,Product B,GBR,SWE,1223804
2024-08,All clients,Product B,GBR,SWE,1193536
2024-09,All clients,Product B,GBR,SWE,955641
2024-10,All clients,Product B,GBR,SWE,910428
2024-11,All clients,Product B,GBR,SWE,1084161
2024-12,All clients,Product B,GBR,SWE,1282835
2025-01,All clients,Product B,GBR,SWE,1481845
2025-02,All clients,Product B,GBR,SWE,1399409
2025-03,All clients,Product B,GBR,SWE,1180492
2025-04,All clients,Product B,GBR,SWE,1216576
2025-05,All clients,Product B,GBR,SWE,994600
2025-06,All clients,Product B,GBR,SWE,1240212
2025-07,All clients,Product B,GBR,SWE,1324843
2025-08,All clients,Product B,GBR,SWE,948669
2025-09,All clients,Product B,GBR,SWE,1127845
2025-10,All clients,Product B,GBR,SWE,893687
2025-11,All clients,Product B,GBR,SWE,1345619
2025-12,All clients,Product B,GBR,SWE,1201348
2026-01,All clients,Product B,GBR,SWE,1168467
2026-02,All clients,Product B,GBR,SWE,1270444
2026-03,All clients,Product B,GBR,SWE,1440513
2026-04,All clients,Product B,GBR,SWE,1455642
2026-05,All clients,Product B,GBR,SWE,1144916
2026-06,All clients,Product B,GBR,SWE,958799
2024-01,All clients,Product B,HKG,CYM,1643251
2024-02,All clients,Product B,HKG,CYM,1976763
2024-03,All clients,Product B,HKG,CYM,1130357
2024-04,All clients,Product B,HKG,CYM,1407529
2024-05,All clients,Product B,HKG,CYM,1560195
2024-06,All clients,Product B,HKG,CYM,1810060
2024-07,All clients,Product B,HKG,CYM,1396765
2024-08,All clients,Product B,HKG,CYM,1356859
2024-09,All clients,Product B,HKG,CYM,1191188
2024-10,All clients,Product B,HKG,CYM,1804203
2024-11,All clients,Product B,HKG,CYM,1868920
2024-12,All clients,Product B,HKG,CYM,1927315
2025-01,All clients,Product B,HKG,CYM,1325766
2025-02,All clients,Product B,HKG,CYM,1616910
2025-03,All clients,Product B,HKG,CYM,1378625
2025-04,All clients,Product B,HKG,CYM,1240758
2025-05,All clients,Product B,HKG,CYM,1333901
2025-06,All clients,Product B,HKG,CYM,1310351
2025-07,All clients,Product B,HKG,CYM,1461013
2025-08,All clients,Product B,HKG,CYM,1071223
2025-09,All clients,Product B,HKG,CYM,1543785
2025-10,All clients,Product B,HKG,CYM,1642080
2025-11,All clients,Product B,HKG,CYM,1360060
2025-12,All clients,Product B,HKG,CYM,1452428
2026-01,All clients,Product B,HKG,CYM,1544624
2026-02,All clients,Product B,HKG,CYM,1229518
2026-03,All clients,Product B,HKG,CYM,1784716
2026-04,All clients,Product B,HKG,CYM,1478908
2026-05,All clients,Product B,HKG,CYM,1350165
2026-06,All clients,Product B,HKG,CYM,1450919
2024-01,All clients,Product B,IND,CYM,6875570
2024-02,All clients,Product B,IND,CYM,7149960
2024-03,All clients,Product B,IND,CYM,4881637
2024-04,All clients,Product B,IND,CYM,6408660
2024-05,All clients,Product B,IND,CYM,6354669
2024-06,All clients,Product B,IND,CYM,6656041
2024-07,All clients,Product B,IND,CYM,7017286
2024-08,All clients,Product B,IND,CYM,6903491
2024-09,All clients,Product B,IND,CYM,7169811
2024-10,All clients,Product B,IND,CYM,6791046
2024-11,All clients,Product B,IND,CYM,4822073
2024-12,All clients,Product B,IND,CYM,5832554
2025-01,All clients,Product B,IND,CYM,4711105
2025-02,All clients,Product B,IND,CYM,5154411
2025-03,All clients,Product B,IND,CYM,7223898
2025-04,All clients,Product B,IND,CYM,9419213
2025-05,All clients,Product B,IND,CYM,7949335
2025-06,All clients,Product B,IND,CYM,8294260
2025-07,All clients,Product B,IND,CYM,9528422
2025-08,All clients,Product B,IND,CYM,8158325
2025-09,All clients,Product B,IND,CYM,7587186
2025-10,All clients,Product B,IND,CYM,6189773
2025-11,All clients,Product B,IND,CYM,5902775
2025-12,All clients,Product B,IND,CYM,5293218
2026-01,All clients,Product B,IND,CYM,4980767
2026-02,All clients,Product B,IND,CYM,9262060
2026-03,All clients,Product B,IND,CYM,8969621
2026-04,All clients,Product B,IND,CYM,6359439
2026-05,All clients,Product B,IND,CYM,6292340
2026-06,All clients,Product B,IND,CYM,8789524
2024-01,All clients,Product B,IND,KOR,8164964
2024-02,All clients,Product B,IND,KOR,8182513
2024-03,All clients,Product B,IND,KOR,11218709
2024-04,All clients,Product B,IND,KOR,7529647
2024-05,All clients,Product B,IND,KOR,7722315
2024-06,All clients,Product B,IND,KOR,7015736
2024-07,All clients,Product B,IND,KOR,7594924
2024-08,All clients,Product B,IND,KOR,7459420
2024-09,All clients,Product B,IND,KOR,6330509
2024-10,All clients,Product B,IND,KOR,6556132
2024-11,All clients,Product B,IND,KOR,5353566
2024-12,All clients,Product B,IND,KOR,6934075
2025-01,All clients,Product B,IND,KOR,7497949
2025-02,All clients,Product B,IND,KOR,7523474
2025-03,All clients,Product B,IND,KOR,9950756
2025-04,All clients,Product B,IND,KOR,6755374
2025-05,All clients,Product B,IND,KOR,7974940
2025-06,All clients,Product B,IND,KOR,7348630
2025-07,All clients,Product B,IND,KOR,9655343
2025-08,All clients,Product B,IND,KOR,5067955
2025-09,All clients,Product B,IND,KOR,6412839
2025-10,All clients,Product B,IND,KOR,6028616
2025-11,All clients,Product B,IND,KOR,5988548
2025-12,All clients,Product B,IND,KOR,6426674
2026-01,All clients,Product B,IND,KOR,8312700
2026-02,All clients,Product B,IND,KOR,8700478
2026-03,All clients,Product B,IND,KOR,6057906
2026-04,All clients,Product B,IND,KOR,9048812
2026-05,All clients,Product B,IND,KOR,8941332
2026-06,All clients,Product B,IND,KOR,6259155
2024-01,All clients,Product B,IRL,AUT,963497
2024-02,All clients,Product B,IRL,AUT,974721
2024-03,All clients,Product B,IRL,AUT,739470
2024-04,All clients,Product B,IRL,AUT,692426
2024-05,All clients,Product B,IRL,AUT,657925
2024-06,All clients,Product B,IRL,AUT,559993
2024-07,All clients,Product B,IRL,AUT,614847
2024-08,All clients,Product B,IRL,AUT,790699
2024-09,All clients,Product B,IRL,AUT,894251
2024-10,All clients,Product B,IRL,AUT,902127
2024-11,All clients,Product B,IRL,AUT,928528
2024-12,All clients,Product B,IRL,AUT,1024872
2025-01,All clients,Product B,IRL,AUT,857918
2025-02,All clients,Product B,IRL,AUT,800078
2025-03,All clients,Product B,IRL,AUT,832574
2025-04,All clients,Product B,IRL,AUT,770932
2025-05,All clients,Product B,IRL,AUT,682171
2025-06,All clients,Product B,IRL,AUT,575097
2025-07,All clients,Product B,IRL,AUT,745669
2025-08,All clients,Product B,IRL,AUT,820570
2025-09,All clients,Product B,IRL,AUT,776369
2025-10,All clients,Product B,IRL,AUT,940926
2025-11,All clients,Product B,IRL,AUT,1030177
2025-12,All clients,Product B,IRL,AUT,1023749
2026-01,All clients,Product B,IRL,AUT,1159945
2026-02,All clients,Product B,IRL,AUT,1067349
2026-03,All clients,Product B,IRL,AUT,793409
2026-04,All clients,Product B,IRL,AUT,756237
2026-05,All clients,Product B,IRL,AUT,686175
2026-06,All clients,Product B,IRL,AUT,698648
2024-01,All clients,Product B,IRL,CHE,4037070
2024-02,All clients,Product B,IRL,CHE,3410931
2024-03,All clients,Product B,IRL,CHE,2504918
2024-04,All clients,Product B,IRL,CHE,3511938
2024-05,All clients,Product B,IRL,CHE,3573642
2024-06,All clients,Product B,IRL,CHE,2381127
2024-07,All clients,Product B,IRL,CHE,3032776
2024-08,All clients,Product B,IRL,CHE,2087797
2024-09,All clients,Product B,IRL,CHE,2540336
2024-10,All clients,Product B,IRL,CHE,2898165
2024-11,All clients,Product B,IRL,CHE,2721644
2024-12,All clients,Product B,IRL,CHE,3578231
2025-01,All clients,Product B,IRL,CHE,2882248
2025-02,All clients,Product B,IRL,CHE,3735986
2025-03,All clients,Product B,IRL,CHE,3619421
2025-04,All clients,Product B,IRL,CHE,4125092
2025-05,All clients,Product B,IRL,CHE,3295601
2025-06,All clients,Product B,IRL,CHE,3073292
2025-07,All clients,Product B,IRL,CHE,2811110
2025-08,All clients,Product B,IRL,CHE,2688085
2025-09,All clients,Product B,IRL,CHE,1977297
2025-10,All clients,Product B,IRL,CHE,3166651
2025-11,All clients,Product B,IRL,CHE,3206937
2025-12,All clients,Product B,IRL,CHE,2866586
2026-01,All clients,Product B,IRL,CHE,3061327
2026-02,All clients,Product B,IRL,CHE,3898053
2026-03,All clients,Product B,IRL,CHE,3162260
2026-04,All clients,Product B,IRL,CHE,3758308
2026-05,All clients,Product B,IRL,CHE,2543478
2026-06,All clients,Product B,IRL,CHE,2206634
2024-01,All clients,Product B,ITA,NGA,730867
2024-02,All clients,Product B,ITA,NGA,678204
2024-03,All clients,Product B,ITA,NGA,578229
2024-04,All clients,Product B,ITA,NGA,697840
2024-05,All clients,Product B,ITA,NGA,759616
2024-06,All clients,Product B,ITA,NGA,618672
2024-07,All clients,Product B,ITA,NGA,803402
2024-08,All clients,Product B,ITA,NGA,773801
2024-09,All clients,Product B,ITA,NGA,733660
2024-10,All clients,Product B,ITA,NGA,733006
2024-11,All clients,Product B,ITA,NGA,686662
2024-12,All clients,Product B,ITA,NGA,657262
2025-01,All clients,Product B,ITA,NGA,734019
2025-02,All clients,Product B,ITA,NGA,735244
2025-03,All clients,Product B,ITA,NGA,754588
2025-04,All clients,Product B,ITA,NGA,639384
2025-05,All clients,Product B,ITA,NGA,711660
2025-06,All clients,Product B,ITA,NGA,700661
2025-07,All clients,Product B,ITA,NGA,822553
2025-08,All clients,Product B,ITA,NGA,912911
2025-09,All clients,Product B,ITA,NGA,880854
2025-10,All clients,Product B,ITA,NGA,778850
2025-11,All clients,Product B,ITA,NGA,902225
2025-12,All clients,Product B,ITA,NGA,892576
2026-01,All clients,Product B,ITA,NGA,723182
2026-02,All clients,Product B,ITA,NGA,798004
2026-03,All clients,Product B,ITA,NGA,807359
2026-04,All clients,Product B,ITA,NGA,663665
2026-05,All clients,Product B,ITA,NGA,736411
2026-06,All clients,Product B,ITA,NGA,924106
2024-01,All clients,Product B,KOR,POL,1208194
2024-02,All clients,Product B,KOR,POL,1101344
2024-03,All clients,Product B,KOR,POL,1351338
2024-04,All clients,Product B,KOR,POL,1249131
2024-05,All clients,Product B,KOR,POL,1291511
2024-06,All clients,Product B,KOR,POL,1437711
2024-07,All clients,Product B,KOR,POL,1389231
2024-08,All clients,Product B,KOR,POL,1587266
2024-09,All clients,Product B,KOR,POL,1592260
2024-10,All clients,Product B,KOR,POL,1257157
2024-11,All clients,Product B,KOR,POL,1357438
2024-12,All clients,Product B,KOR,POL,1164204
2025-01,All clients,Product B,KOR,POL,1022619
2025-02,All clients,Product B,KOR,POL,1206335
2025-03,All clients,Product B,KOR,POL,1151948
2025-04,All clients,Product B,KOR,POL,1246874
2025-05,All clients,Product B,KOR,POL,1242533
2025-06,All clients,Product B,KOR,POL,1314830
2025-07,All clients,Product B,KOR,POL,1431952
2025-08,All clients,Product B,KOR,POL,1546225
2025-09,All clients,Product B,KOR,POL,1518901
2025-10,All clients,Product B,KOR,POL,1522503
2025-11,All clients,Product B,KOR,POL,1295325
2025-12,All clients,Product B,KOR,POL,1011567
2026-01,All clients,Product B,KOR,POL,1104875
2026-02,All clients,Product B,KOR,POL,1172777
2026-03,All clients,Product B,KOR,POL,1059515
2026-04,All clients,Product B,KOR,POL,1127411
2026-05,All clients,Product B,KOR,POL,1307139
2026-06,All clients,Product B,KOR,POL,1178749
2024-01,All clients,Product B,POL,BRA,1782089
2024-02,All clients,Product B,POL,BRA,1495757
2024-03,All clients,Product B,POL,BRA,1411566
2024-04,All clients,Product B,POL,BRA,1533612
2024-05,All clients,Product B,POL,BRA,1919496
